Uniprot_ID,Gene_Org,C: 0hr - 1hr,C: 0hr - 4hr,C: 0hr - 12hr,C: 0hr - 24hr,C: 0hr - 72hr,T: GOBP name,T: GOMF name
Q86WH2,RASF3,0.751347,0.468418,-0.0834923,-0.0163121,0.450664,biological regulation;cellular process;cellular response to stimulus;regulation of biological process;regulation of cellular process;response to stimulus;signal transduction,binding;identical protein binding;protein binding
Q9BRK0,REEP2,-2.82813,-1.9003,-2.06134,-1.58995,-2.8099,biological regulation;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular membrane organization;cellular process;endoplasmic reticulum organization;endoplasmic reticulum tubular network organization;establishment of localization;establishment of localization in cell;establishment of protein localization;intracellular protein transport;intracellular transport;membrane organization;multicellular organismal process;neurological system process;organelle organization;positive regulation of defense response to virus by host;protein transport;protein transport into membrane raft;protein transport within lipid bilayer;regulation of biological process;regulation of cellular localization;regulation of cellular process;regulation of defense response;regulation of defense response to virus;regulation of defense response to virus by host;regulation of immune effector process;regulation of immune system process;regulation of intracellular transport;regulation of localization;regulation of multi-organism process;regulation of response to biotic stimulus;regulation of response to stimulus;regulation of response to stress;regulation of transport;sensory perception;sensory perception of bitter taste;sensory perception of chemical stimulus;sensory perception of sweet taste;sensory perception of taste;system process;transport,
Q5T750,KPLCE,1.13408,1.33049,1.36185,1.07038,1.65448,anatomical structure development;developmental process;epidermis development;tissue development,
Q9NWW6,NRK1,-0.440641,-0.431897,1.05844,-0.0585942,-1.26212,biosynthetic process;cellular biosynthetic process;cellular metabolic process;cellular nitrogen compound biosynthetic process;cellular nitrogen compound metabolic process;cellular process;coenzyme biosynthetic process;coenzyme metabolic process;cofactor biosynthetic process;cofactor metabolic process;heterocycle biosynthetic process;heterocycle metabolic process;metabolic process;NAD biosynthetic process;NAD metabolic process;nicotinamide nucleotide biosynthetic process;nicotinamide nucleotide metabolic process;nitrogen compound metabolic process;nucleobase-containing compound biosynthetic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleoside phosphate metabolic process;nucleotide biosynthetic process;nucleotide metabolic process;oxidoreduction coenzyme metabolic process;primary metabolic process;pyridine nucleotide biosynthetic process;pyridine nucleotide metabolic process;pyridine-containing compound biosynthetic process;pyridine-containing compound metabolic process;small molecule metabolic process,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;catalytic activity;cation binding;ion binding;kinase activity;metal ion binding;nucleotide binding;phosphotransferase activity, alcohol group as acceptor;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;ribosylnicotinamide kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups"
Q9NZJ6,COQ3,-0.56777,-0.0117874,-0.157849,-0.0177958,-0.305312,alcohol metabolic process;alditol metabolic process;biosynthetic process;carbohydrate metabolic process;cellular biosynthetic process;cellular carbohydrate metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular process;coenzyme biosynthetic process;coenzyme metabolic process;cofactor biosynthetic process;cofactor metabolic process;glycerol metabolic process;metabolic process;oxidoreduction coenzyme metabolic process;polyol metabolic process;primary metabolic process;quinone cofactor biosynthetic process;quinone cofactor metabolic process;small molecule metabolic process;ubiquinone biosynthetic process;ubiquinone metabolic process,"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity;3-demethylubiquinone-9 3-O-methyltransferase activity;catalytic activity;C-methyltransferase activity;hexaprenyldihydroxybenzoate methyltransferase activity;methyltransferase activity;O-methyltransferase activity;polyprenyldihydroxybenzoate methyltransferase activity;quinone cofactor methyltransferase activity;S-adenosylmethionine-dependent methyltransferase activity;transferase activity;transferase activity, transferring one-carbon groups"
O14733,MP2K7,0.610063,1.51393,0.830843,0.579624,0.827455,activation of immune response;activation of innate immune response;activation of JUN kinase activity;activation of MAPK activity;apoptosis;biological regulation;cell death;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;cellular response to stimulus;cellular response to stress;death;defense response;immune response;immune response-activating signal transduction;immune response-regulating signaling pathway;immune system process;innate immune response;innate immune response-activating signal transduction;intracellular protein kinase cascade;intracellular signal transduction;JNK cascade;macromolecule metabolic process;macromolecule modification;MAPKKK cascade;metabolic process;MyD88-dependent toll-like receptor signaling pathway;MyD88-independent toll-like receptor signaling pathway;pattern recognition receptor signaling pathway;phosphate-containing compound metabolic process;phosphorus metabolic process;phosphorylation;positive regulation of apoptosis;positive regulation of biological process;positive regulation of catalytic activity;positive regulation of cell death;positive regulation of cellular process;positive regulation of defense response;positive regulation of immune response;positive regulation of immune system process;positive regulation of innate immune response;positive regulation of JUN kinase activity;positive regulation of kinase activity;positive regulation of MAP kinase activity;positive regulation of molecular function;positive regulation of neuron apoptosis;positive regulation of programmed cell death;positive regulation of protein kinase activity;positive regulation of protein serine/threonine kinase activity;positive regulation of response to stimulus;positive regulation of transferase activity;primary metabolic process;programmed cell death;protein metabolic process;protein modification process;protein phosphorylation;regulation of apoptosis;regulation of biological process;regulation of catalytic activity;regulation of cell death;regulation of cellular metabolic process;regulation of cellular process;regulation of cellular protein metabolic process;regulation of cellular response to stress;regulation of defense response;regulation of immune response;regulation of immune system process;regulation of innate immune response;regulation of intracellular protein kinase cascade;regulation of JNK cascade;regulation of JUN kinase activity;regulation of kinase activity;regulation of macromolecule metabolic process;regulation of MAP kinase activity;regulation of MAPKKK cascade;regulation of metabolic process;regulation of molecular function;regulation of neuron apoptosis;regulation of phosphate metabolic process;regulation of phosphorus metabolic process;regulation of phosphorylation;regulation of primary metabolic process;regulation of programmed cell death;regulation of protein kinase activity;regulation of protein metabolic process;regulation of protein modification process;regulation of protein phosphorylation;regulation of protein serine/threonine kinase activity;regulation of response to stimulus;regulation of response to stress;regulation of signal transduction;regulation of signaling;regulation of stress-activated protein kinase signaling cascade;regulation of transferase activity;response to abiotic stimulus;response to chemical stimulus;response to cytokine stimulus;response to heat;response to light stimulus;response to organic substance;response to osmotic stress;response to radiation;response to stimulus;response to stress;response to temperature stimulus;response to tumor necrosis factor;response to UV;signal transduction;stress-activated MAPK cascade;stress-activated protein kinase signaling cascade;toll-like receptor 10 signaling pathway;toll-like receptor 2 signaling pathway;toll-like receptor 3 signaling pathway;toll-like receptor 4 signaling pathway;toll-like receptor 5 signaling pathway;toll-like receptor 9 signaling pathway;toll-like receptor signaling pathway;TRIF-dependent toll-like receptor signaling pathway,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;catalytic activity;cation binding;enzyme binding;ion binding;JUN kinase kinase activity;kinase activity;kinase binding;magnesium ion binding;MAP kinase kinase activity;metal ion binding;nucleotide binding;phosphatase binding;phosphotransferase activity, alcohol group as acceptor;protein binding;protein kinase activity;protein kinase binding;protein phosphatase binding;protein serine/threonine kinase activity;protein serine/threonine/tyrosine kinase activity;protein tyrosine kinase activity;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;transferase activity;transferase activity, transferring phosphorus-containing groups"
Q96N21-2,AP4AT,0.126868,1.42935,0.193006,-0.220704,0.681389,,
Q96S06,LMF1,-0.757997,-1.21143,-0.944771,-1.38432,-0.993403,biological regulation;carbohydrate metabolic process;cellular carbohydrate metabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;chylomicron remnant clearance;ER to Golgi vesicle-mediated transport;establishment of localization;establishment of localization in cell;establishment of protein localization;glycosylation;Golgi vesicle transport;intracellular transport;macromolecule glycosylation;macromolecule metabolic process;macromolecule modification;metabolic process;multicellular organismal process;plasma lipoprotein particle clearance;positive regulation of catalytic activity;positive regulation of hydrolase activity;positive regulation of lipase activity;positive regulation of lipoprotein lipase activity;positive regulation of molecular function;primary metabolic process;protein glycosylation;protein glycosylation in Golgi;protein maturation;protein metabolic process;protein modification process;protein secretion;protein transport;regulation of biological process;regulation of catalytic activity;regulation of cellular metabolic process;regulation of cellular process;regulation of cholesterol metabolic process;regulation of hydrolase activity;regulation of lipase activity;regulation of lipid metabolic process;regulation of lipoprotein lipase activity;regulation of metabolic process;regulation of molecular function;regulation of primary metabolic process;regulation of steroid metabolic process;regulation of triglyceride metabolic process;secretion;secretion by cell;transport;triglyceride-rich lipoprotein particle clearance;vesicle-mediated transport,
Q6P1M9,ARMX5,0.234335,1.13562,0.270655,-0.138463,-0.146999,,
Q8N131,PORIM,-0.178625,-0.116921,-0.06006,0.17959,0.0287778,biological regulation;cellular component organization;cellular component organization or biogenesis;oncosis;positive regulation of cell size;regulation of anatomical structure size;regulation of biological quality;regulation of cell size;regulation of cellular component size,receptor activity
Q9BRA2,TXD17,0.815238,0.750147,0.396623,0.342022,0.739803,biological regulation;cell surface receptor linked signaling pathway;cellular process;cellular response to chemical stimulus;cellular response to cytokine stimulus;cellular response to organic substance;cellular response to stimulus;cellular response to tumor necrosis factor;cytokine-mediated signaling pathway;metabolic process;oxidation-reduction process;regulation of biological process;regulation of cellular process;response to chemical stimulus;response to cytokine stimulus;response to organic substance;response to stimulus;response to tumor necrosis factor;signal transduction;tumor necrosis factor-mediated signaling pathway,"antioxidant activity;catalytic activity;electron carrier activity;oxidoreductase activity;oxidoreductase activity, acting on a sulfur group of donors;oxidoreductase activity, acting on a sulfur group of donors, NAD or NADP as acceptor;oxidoreductase activity, acting on NADH or NADPH;oxidoreductase activity, acting on peroxide as acceptor;peroxidase activity;protein-disulfide reductase activity"
Q8WYP3,RIN2,-0.367029,-0.327422,0.526049,0.81034,0.417996,biological regulation;cellular component organization;cellular component organization or biogenesis;cellular membrane organization;cellular process;cellular response to stimulus;endocytosis;establishment of localization;intracellular signal transduction;membrane invagination;membrane organization;positive regulation of catalytic activity;positive regulation of GTPase activity;positive regulation of hydrolase activity;positive regulation of molecular function;regulation of biological process;regulation of catabolic process;regulation of catalytic activity;regulation of cellular catabolic process;regulation of cellular metabolic process;regulation of cellular process;regulation of GTP catabolic process;regulation of GTPase activity;regulation of hydrolase activity;regulation of metabolic process;regulation of molecular function;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of nucleotide catabolic process;regulation of nucleotide metabolic process;regulation of primary metabolic process;regulation of purine nucleotide catabolic process;response to stimulus;signal transduction;small GTPase mediated signal transduction;transport;vesicle-mediated transport,enzyme activator activity;enzyme regulator activity;GTPase activator activity;GTPase regulator activity;guanyl-nucleotide exchange factor activity;nucleoside-triphosphatase regulator activity;Rab guanyl-nucleotide exchange factor activity;Ras guanyl-nucleotide exchange factor activity;small GTPase regulator activity
Q6YI46,TMM64,-0.478859,-0.403855,0.158491,-0.157457,0.00564003,biological regulation;calcium ion homeostasis;cation homeostasis;cellular calcium ion homeostasis;cellular cation homeostasis;cellular chemical homeostasis;cellular divalent inorganic cation homeostasis;cellular homeostasis;cellular ion homeostasis;cellular metal ion homeostasis;cellular process;chemical homeostasis;cytosolic calcium ion homeostasis;divalent inorganic cation homeostasis;homeostatic process;ion homeostasis;metal ion homeostasis;positive regulation of biological process;positive regulation of bone remodeling;positive regulation of bone resorption;positive regulation of cell differentiation;positive regulation of cellular process;positive regulation of developmental process;positive regulation of homeostatic process;positive regulation of multicellular organismal process;positive regulation of myeloid cell differentiation;positive regulation of myeloid leukocyte differentiation;positive regulation of osteoclast differentiation;positive regulation of tissue remodeling;regulation of ATPase activity;regulation of biological process;regulation of biological quality;regulation of bone remodeling;regulation of bone resorption;regulation of catabolic process;regulation of catalytic activity;regulation of cell differentiation;regulation of cellular catabolic process;regulation of cellular metabolic process;regulation of cellular process;regulation of developmental process;regulation of homeostatic process;regulation of hydrolase activity;regulation of immune system process;regulation of metabolic process;regulation of molecular function;regulation of multicellular organismal development;regulation of multicellular organismal process;regulation of myeloid cell differentiation;regulation of myeloid leukocyte differentiation;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of nucleotide catabolic process;regulation of nucleotide metabolic process;regulation of osteoclast differentiation;regulation of primary metabolic process;regulation of purine nucleotide catabolic process;regulation of tissue remodeling,
Q9P243,ZFAT,-0.504115,-0.146885,-0.256203,-0.0747323,-0.226745,anatomical structure development;cell differentiation;cellular developmental process;cellular process;developmental process;hemopoietic progenitor cell differentiation;spongiotrophoblast layer development,binding;cation binding;DNA binding;ion binding;metal ion binding;nucleic acid binding;nucleic acid binding transcription factor activity;RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity;RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription;sequence-specific DNA binding RNA polymerase II transcription factor activity;sequence-specific DNA binding transcription factor activity
Q9BQ51,PD1L2,-0.0345774,-0.449605,0.559815,1.28641,0.296301,biological regulation;immune response;immune system process;lymphocyte costimulation;negative regulation of activated T cell proliferation;negative regulation of biological process;negative regulation of cell activation;negative regulation of cell proliferation;negative regulation of cellular process;negative regulation of cytokine production;negative regulation of immune system process;negative regulation of interferon-gamma production;negative regulation of interleukin-10 production;negative regulation of leukocyte activation;negative regulation of leukocyte proliferation;negative regulation of lymphocyte activation;negative regulation of lymphocyte proliferation;negative regulation of mononuclear cell proliferation;negative regulation of multicellular organismal process;negative regulation of T cell activation;negative regulation of T cell proliferation;positive regulation of biological process;positive regulation of cell activation;positive regulation of cell proliferation;positive regulation of cellular process;positive regulation of immune system process;positive regulation of leukocyte activation;positive regulation of leukocyte proliferation;positive regulation of lymphocyte activation;positive regulation of lymphocyte proliferation;positive regulation of mononuclear cell proliferation;positive regulation of T cell activation;positive regulation of T cell proliferation;regulation of activated T cell proliferation;regulation of biological process;regulation of cell activation;regulation of cell proliferation;regulation of cellular process;regulation of cytokine production;regulation of immune system process;regulation of interferon-gamma production;regulation of interleukin-10 production;regulation of leukocyte activation;regulation of leukocyte proliferation;regulation of lymphocyte activation;regulation of lymphocyte proliferation;regulation of mononuclear cell proliferation;regulation of multicellular organismal process;regulation of T cell activation;regulation of T cell proliferation;response to stimulus;T cell costimulation,
Q8TCQ1,MARH1,-0.400554,-1.21705,-0.0892545,-0.669933,-1.20971,antigen processing and presentation;antigen processing and presentation of peptide antigen;antigen processing and presentation of peptide antigen via MHC class II;antigen processing and presentation of peptide or polysaccharide antigen via MHC class II;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;immune response;immune system process;macromolecule metabolic process;macromolecule modification;metabolic process;primary metabolic process;protein metabolic process;protein modification by small protein conjugation;protein modification by small protein conjugation or removal;protein modification process;protein polyubiquitination;protein ubiquitination;response to stimulus,"acid-amino acid ligase activity;binding;catalytic activity;cation binding;ion binding;ligase activity;ligase activity, forming carbon-nitrogen bonds;metal ion binding;MHC protein binding;protein binding;receptor binding;small conjugating protein ligase activity;transition metal ion binding;ubiquitin-protein ligase activity;zinc ion binding"
Q9NXS2,QPCTL,-0.205338,-0.0943105,0.102027,-0.0639126,-0.0581088,"cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;peptidyl-amino acid modification;peptidyl-glutamine modification;peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase;primary metabolic process;protein metabolic process;protein modification process","binding;catalytic activity;cation binding;glutaminyl-peptide cyclotransferase activity;ion binding;metal ion binding;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring amino-acyl groups;transition metal ion binding;zinc ion binding"
O95183,VAMP5,0.161916,-0.37516,0.319985,0.383214,-0.250726,anatomical structure development;biological regulation;cell differentiation;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular developmental process;cellular membrane fusion;cellular membrane organization;cellular process;developmental process;establishment of localization;establishment of localization in cell;establishment of protein localization;exocytosis;Golgi to plasma membrane protein transport;Golgi to plasma membrane transport;Golgi vesicle transport;intracellular protein transport;intracellular transport;membrane fusion;membrane organization;muscle organ development;muscle structure development;muscle tissue development;neurotransmitter secretion;neurotransmitter transport;organ development;organelle fusion;organelle organization;post-Golgi vesicle-mediated transport;protein transport;regulation of biological quality;regulation of neurotransmitter levels;secretion;secretion by cell;signal release;skeletal muscle tissue development;striated muscle tissue development;tissue development;transport;vesicle fusion;vesicle organization;vesicle-mediated transport,binding;protein binding;SNAP receptor activity;SNARE binding
Q9UBY8,CLN8,-0.571702,-0.469541,-0.403233,-0.240974,-0.90329,acidic amino acid transport;adult behavior;adult locomotory behavior;adult walking behavior;age-dependent response to oxidative stress;alcohol metabolic process;amine transport;amino acid import;amino acid transport;amino acid uptake involved in synaptic transmission;anatomical structure development;anion transport;associative learning;behavior;behavioral interaction between organisms;biological regulation;biosynthetic process;carboxylic acid transport;catabolic process;cell differentiation;cell differentiation in spinal cord;cellular biosynthetic process;cellular catabolic process;cellular component maintenance;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular developmental process;cellular lipid metabolic process;cellular macromolecule catabolic process;cellular macromolecule metabolic process;cellular membrane organization;cellular metabolic process;cellular process;cellular protein catabolic process;cellular protein metabolic process;central nervous system neuron differentiation;ceramide biosynthetic process;ceramide metabolic process;cholesterol metabolic process;cognition;cytoskeleton organization;developmental process;establishment of localization;glutamate uptake involved in synaptic transmission;intermediate filament cytoskeleton organization;intermediate filament-based process;ion transport;L-amino acid import;L-amino acid transport;learning;learning or memory;L-glutamate import;L-glutamate transport;lipid biosynthetic process;lipid metabolic process;lipid transport;locomotory behavior;lysosome organization;macromolecule catabolic process;macromolecule metabolic process;membrane lipid biosynthetic process;membrane lipid metabolic process;membrane organization;metabolic process;mitochondrial membrane organization;mitochondrion organization;multicellular organismal movement;multicellular organismal process;multi-organism process;musculoskeletal movement;negative regulation of apoptosis;negative regulation of biological process;negative regulation of catalytic activity;negative regulation of cell death;negative regulation of cellular metabolic process;negative regulation of cellular process;negative regulation of cellular protein metabolic process;negative regulation of macromolecule metabolic process;negative regulation of metabolic process;negative regulation of molecular function;negative regulation of programmed cell death;negative regulation of protein metabolic process;negative regulation of proteolysis;negative regulation of transferase activity;nervous system development;neurofilament cytoskeleton organization;neurological system process;neuromuscular process;neuromuscular process controlling balance;neuromuscular process controlling posture;neuron differentiation;neurotransmitter transport;neurotransmitter uptake;nitrogen compound transport;organelle organization;organic acid transport;organic anion transport;organic substance transport;organophosphate metabolic process;phospholipid metabolic process;photoreceptor cell maintenance;primary metabolic process;protein catabolic process;protein metabolic process;regulation of anatomical structure size;regulation of apoptosis;regulation of biological process;regulation of biological quality;regulation of catalytic activity;regulation of cell death;regulation of cell size;regulation of cellular component size;regulation of cellular metabolic process;regulation of cellular process;regulation of cellular protein metabolic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of molecular function;regulation of neurotransmitter levels;regulation of primary metabolic process;regulation of programmed cell death;regulation of protein metabolic process;regulation of proteolysis;regulation of transferase activity;response to chemical stimulus;response to oxidative stress;response to stimulus;response to stress;retina development in camera-type eye;sensory perception;sensory perception of light stimulus;small molecule metabolic process;social behavior;somatic motor neuron differentiation;sphingoid biosynthetic process;sphingoid metabolic process;sphingolipid biosynthetic process;sphingolipid metabolic process;spinal cord motor neuron differentiation;steroid metabolic process;sterol metabolic process;system development;system process;transport;vacuole organization;visual perception,
Q2MV58,TECT1,-0.324412,-0.918379,-0.214135,-0.406898,-0.350572,anatomical structure development;anatomical structure formation involved in morphogenesis;anatomical structure morphogenesis;axonogenesis;biological regulation;cell differentiation;cell differentiation in spinal cord;cell part morphogenesis;cell projection morphogenesis;cell projection organization;cellular component morphogenesis;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular developmental process;cellular process;central nervous system interneuron axonogenesis;central nervous system neuron axonogenesis;central nervous system neuron differentiation;chordate embryonic development;cilium morphogenesis;developmental process;dorsal/ventral neural tube patterning;dorsal/ventral pattern formation;embryo development;embryo development ending in birth or egg hatching;embryonic epithelial tube formation;epithelial tube formation;in utero embryonic development;neural tube formation;neuron differentiation;neuron projection morphogenesis;organelle organization;pattern specification process;regionalization;regulation of biological process;regulation of cellular process;regulation of response to stimulus;regulation of signal transduction;regulation of signaling;regulation of smoothened signaling pathway;somatic motor neuron differentiation;spinal cord motor neuron differentiation;telencephalon development;tube formation,
Q86YH6,DLP1,0.291256,-0.419055,0.838183,-1.07219,-1.44081,biological regulation;biosynthetic process;cellular biosynthetic process;cellular component assembly;cellular component organization;cellular component organization or biogenesis;cellular ketone metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;coenzyme biosynthetic process;coenzyme metabolic process;cofactor biosynthetic process;cofactor metabolic process;isoprenoid biosynthetic process;isoprenoid metabolic process;lipid biosynthetic process;lipid metabolic process;macromolecular complex assembly;macromolecular complex subunit organization;metabolic process;multicellular organismal process;oxidoreduction coenzyme metabolic process;primary metabolic process;protein complex assembly;protein complex subunit organization;protein heterooligomerization;protein heterotetramerization;protein oligomerization;protein tetramerization;quinone cofactor biosynthetic process;quinone cofactor metabolic process;regulation of biological quality;regulation of body fluid levels;small molecule metabolic process;ubiquinone biosynthetic process;ubiquinone metabolic process,"binding;catalytic activity;protein binding;protein dimerization activity;protein heterodimerization activity;transferase activity;transferase activity, transferring alkyl or aryl (other than methyl) groups;trans-hexaprenyltranstransferase activity;trans-octaprenyltranstransferase activity"
Q96EW2,HBAP1,0.489864,1.29879,0.10412,-0.000500202,1.0639,,
Q9UKA2,FBXL4,0.192982,0.481869,0.457728,0.307544,0.514565,catabolic process;cellular catabolic process;cellular macromolecule catabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;macromolecule catabolic process;macromolecule metabolic process;metabolic process;modification-dependent macromolecule catabolic process;modification-dependent protein catabolic process;primary metabolic process;protein metabolic process;proteolysis;proteolysis involved in cellular protein catabolic process;ubiquitin-dependent protein catabolic process,
P09234,RU1C,-0.168506,0.177467,0.197195,0.00729609,0.302159,"cellular component assembly;cellular component assembly at cellular level;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular macromolecular complex assembly;cellular macromolecular complex subunit organization;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecular complex assembly;macromolecular complex subunit organization;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;mRNA splice site selection;nitrogen compound metabolic process;nuclear mRNA 5'-splice site recognition;nuclear mRNA splicing, via spliceosome;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;ribonucleoprotein complex assembly;ribonucleoprotein complex subunit organization;RNA metabolic process;RNA processing;RNA splicing;RNA splicing, via transesterification reactions;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;spliceosomal snRNP assembly",binding;cation binding;identical protein binding;ion binding;metal ion binding;mRNA binding;nucleic acid binding;protein binding;protein dimerization activity;protein homodimerization activity;RNA binding;single-stranded RNA binding;transition metal ion binding;zinc ion binding
Q96I76,GPTC3,-0.541435,-0.895816,-0.278812,-0.206171,0.27459,,binding;nucleic acid binding
Q9BVG3,TRI62,0.22586,1.27076,-0.0122573,-0.139946,-0.0474625,"biological regulation;cell surface receptor linked signaling pathway;cellular process;cellular response to chemical stimulus;cellular response to cytokine stimulus;cellular response to interferon-gamma;cellular response to organic substance;cellular response to stimulus;cytokine-mediated signaling pathway;defense response;immune response;immune system process;innate immune response;interferon-gamma-mediated signaling pathway;negative regulation of biological process;negative regulation of biosynthetic process;negative regulation of cellular biosynthetic process;negative regulation of cellular metabolic process;negative regulation of cellular process;negative regulation of macromolecule metabolic process;negative regulation of metabolic process;negative regulation of nitrogen compound metabolic process;negative regulation of nucleobase-containing compound metabolic process;negative regulation of reproductive process;negative regulation of RNA metabolic process;negative regulation of viral transcription;positive regulation of biological process;positive regulation of cell communication;positive regulation of cellular process;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of intracellular protein kinase cascade;positive regulation of molecular function;positive regulation of NF-kappaB transcription factor activity;positive regulation of response to stimulus;positive regulation of sequence-specific DNA binding transcription factor activity;positive regulation of signal transduction;positive regulation of signaling;positive regulation of viral reproduction;regulation of biological process;regulation of biosynthetic process;regulation of cell communication;regulation of cellular biosynthetic process;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of gene expression;regulation of I-kappaB kinase/NF-kappaB cascade;regulation of intracellular protein kinase cascade;regulation of locomotion;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of molecular function;regulation of multi-organism process;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of primary metabolic process;regulation of reproductive process;regulation of response to stimulus;regulation of RNA metabolic process;regulation of sequence-specific DNA binding transcription factor activity;regulation of signal transduction;regulation of signaling;regulation of symbiosis, encompassing mutualism through parasitism;regulation of transcription, DNA-dependent;regulation of viral reproduction;regulation of viral transcription;regulation of virion penetration into host cell;response to chemical stimulus;response to cytokine stimulus;response to interferon-gamma;response to organic substance;response to stimulus;response to stress;signal transduction","acid-amino acid ligase activity;binding;catalytic activity;cation binding;ion binding;ligase activity;ligase activity, forming carbon-nitrogen bonds;metal ion binding;small conjugating protein ligase activity;transition metal ion binding;ubiquitin-protein ligase activity;zinc ion binding"
P01857,IGHG1,-0.192738,-0.599453,0.665136,1.0963,0.905901,"activation of immune response;biological regulation;complement activation;complement activation, classical pathway;defense response;humoral immune response;immune effector process;immune response;immune system process;innate immune response;macromolecule metabolic process;metabolic process;positive regulation of biological process;positive regulation of immune response;positive regulation of immune system process;positive regulation of response to stimulus;primary metabolic process;protein activation cascade;protein metabolic process;regulation of biological process;regulation of immune response;regulation of immune system process;regulation of response to stimulus;response to stimulus;response to stress",antigen binding;binding
Q9NVR5,KTU,0.536267,0.500697,0.181444,0.0663216,0.310539,axonemal dynein complex assembly;bacterial-type flagellar cell motility;biological regulation;cell motility;cellular component assembly;cellular component assembly at cellular level;cellular component movement;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular macromolecular complex assembly;cellular macromolecular complex subunit organization;cellular process;cellular protein complex assembly;ciliary cell motility;ciliary or flagellar motility;flagellar cell motility;locomotion;macromolecular complex assembly;macromolecular complex subunit organization;positive regulation of defense response to virus by host;protein complex assembly;protein complex subunit organization;regulation of biological process;regulation of defense response;regulation of defense response to virus;regulation of defense response to virus by host;regulation of immune effector process;regulation of immune system process;regulation of multi-organism process;regulation of response to biotic stimulus;regulation of response to stimulus;regulation of response to stress;response to chemical stimulus;response to external stimulus;response to extracellular stimulus;response to nutrient;response to nutrient levels;response to retinoic acid;response to stimulus;response to vitamin;response to vitamin A,
Q9Y2C2,UST,-0.0932195,0.296755,-0.188825,-0.220129,-0.339374,amine metabolic process;aminoglycan biosynthetic process;aminoglycan metabolic process;biosynthetic process;carbohydrate biosynthetic process;carbohydrate metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;chondroitin sulfate biosynthetic process;chondroitin sulfate metabolic process;dermatan sulfate biosynthetic process;dermatan sulfate metabolic process;glycosaminoglycan biosynthetic process;glycosaminoglycan metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;macromolecule modification;metabolic process;nitrogen compound metabolic process;polysaccharide biosynthetic process;polysaccharide metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein sulfation;small molecule metabolic process;sulfation;sulfur compound biosynthetic process;sulfur compound metabolic process,"catalytic activity;sulfotransferase activity;transferase activity;transferase activity, transferring sulfur-containing groups"
